appid,name,developer,categories,genres,steamspy_tags
906850,Again?,KillGame,Single-player,Indie,Indie
906880,goto,Alien Jellyfish,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Relaxing
906920,Political puzzle,Easy game,Single-player;Steam Achievements,Action;Casual;Indie,Indie;Casual;Action
906950,Bomb Riders,Donteco,Single-player,Casual,Casual
907000,The Navigator,Team Navigator,Single-player,Adventure;Casual;Free to Play;Indie,Free to Play;Indie;Casual
907020,Bomber 95,Dmitry Azarov,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,Action;Adventure;Casual;Indie,Casual;Action;Indie
907040,Simple Racing,Simple Racing,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Stats,Casual;Indie;Massively Multiplayer;Racing,Massively Multiplayer;Indie;Casual
907050,Deep Space,Bondo Games;Blake Gillman,Multi-player;Online Multi-Player;Co-op;Online Co-op;Stats,Action;Free to Play;Indie;Early Access,Early Access;Multiplayer;Gore
907210,Phantom Thief Celianna,Acerola,Single-player;Steam Cloud,Indie;RPG,Sexual Content;Nudity;RPG
907220,One Piu Day,Former Sun,Single-player;Partial Controller Support,Adventure;Indie,Indie;Adventure
907240,像素修真 - Pixel Xiuzhen,Cloudmoon Studios,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG
907250,GUNGRAVE VR U.N,"IGGYMOB Co.,Ltd",Single-player;Steam Achievements;Steam Trading Cards,Action,Action;VR
907270,eSports Legend / 电竞传奇,90Games,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation;Strategy,Indie;Strategy;Simulation
907320,梦三英雄传/Three Kingdoms: Legends of Heroes,"HANGZHOU ELECTRONIC SOUL NETWORK TECHNOLOGY CO., LTD",Single-player;Steam Achievements,Indie;RPG;Strategy,Strategy;Indie;RPG
907330,Amulet Zero 零物语 - Optimize,ShiinaYashiro,Single-player;Steam Achievements;Steam Cloud,Indie;RPG,RPG;Indie;RPGMaker
907350,Welcome To... Chichester 2 : The Spy Of Chichester And The Eager Tourist Guide,Triority,Single-player;Steam Achievements,Adventure;Casual;Indie,Sexual Content;Adventure;Indie
907380,The Ballad Singer,Curtel Games,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Adventure;Indie;RPG,Indie;Nudity;Adventure
907390,Numberline 3,YELTYSH,Single-player,Casual;Indie,Indie;Casual
907440,Keyhole Spy: Teachers,Night Dreams Studio,Single-player;Steam Achievements,Casual;Indie,Sexual Content;Casual;Indie
907460,Girlfriend Cards,meokigame,Single-player,Casual;Indie;Simulation,Sexual Content;Nudity;Casual
907470,Iris.Fall,NEXT Studios,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Puzzle;Indie
907560,Terrawurm,Prospect Games;Tri-Heart Interactive,Single-player;Steam Achievements;Full controller support,Action;Casual;Indie,Indie;Action;Casual
907590,Data mining,Blender Games,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle
907620,Lawnmower Game 3: Horror,Tero Lunkka;Jacob Clevenger,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation
907720,Do or Die,Azimuthstar,Online Multi-Player;Steam Leaderboards,Action;Adventure;Indie;Simulation,Action;Indie;Simulation
907770,STONE,Convict Games,Single-player;Steam Achievements;Full controller support,Adventure;Casual;Indie,Indie;Adventure;Casual
907820,Aeon of Sands - The Trail,Two Bits Kid,Single-player;Steam Achievements;Steam Cloud,Indie;RPG,RPG;Indie;Dungeon Crawler
907900,Mystic Ruins,Elite Games,Single-player,Action;Adventure;Indie,Adventure;Action;Indie
907950,Falldown 79: Bottle of truth,Lohsoft,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG,RPG;Adventure;Indie
907970,Shennong: Taste of Illusion,Pinta Studios,Single-player,Action;Casual;Indie,Action;Indie;Casual
908000,Stories In Stone,16 Bit Psych;Kyle B,Single-player;Partial Controller Support,Adventure;RPG,RPG;Adventure
908010,Farjob,Simon Kaley,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie;Platformer
908020,Tactic Code,NaA Studios,Single-player,Casual;Indie;Strategy,Casual;Strategy;Indie
908070,Mystic Vale,Nomad Games,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Leaderboards,Indie;Strategy,Strategy;Indie;Card Game
908090,Skateboarding pro,Agustin Eisman Moreno,Single-player;Partial Controller Support,Action;Indie,Skateboarding;Action;Indie
908120,W. T. B.,CSM,Single-player;Steam Achievements,Casual;Indie,Indie;Casual
908150,Boom Brothers,Lachlan Woods,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats,Action;Casual;Indie;Early Access,Early Access;Action;Indie
908180,Space Maze,Redox Entertainment Inc,Single-player;Partial Controller Support;Steam Cloud,Action;Casual;Indie;Racing;Simulation,Action;Indie;Casual
908230,Basketball Hoop,Laush Dmitriy Sergeevich,Single-player;Steam Achievements,Indie,Indie;Sports;Basketball
908260,Velocity G,Repixel8,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,Casual;Indie;Racing,Racing;Indie;Casual
908310,The Call,Grey Reality Studios,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Action;Indie;Adventure
908320,Captain:Training,Global defense company,Single-player;Commentary available,Adventure;Casual;Indie;Simulation;Strategy;Early Access,Early Access;Indie;Simulation
908350,美少女麻将接龙,Sticky Rice Games;Zoo Corporation,Single-player;Steam Achievements;Steam Cloud,Sexual Content;Casual,Sexual Content;Casual;Anime
908400,Age Of Forays,Evil Burgers,Single-player,Violent;Gore;Action;Adventure;Indie;RPG,Action;RPG;Indie
908420,We Happy Few - Soundtrack and Digital Goods Bundle,Compulsion Games,Single-player,Violent;Action;Adventure;Indie,Action;Adventure;Indie
908440,All For One,ALU Interactive,Multi-player;Online Multi-Player;Partial Controller Support,Action;Adventure;Massively Multiplayer;RPG;Early Access,Early Access;Action;RPG
908500,crazy maze ~疯狂迷宫 ~ 狂った迷路 ~ Laberinto loco ~ Labyrinthe fou ~ Verrücktes Labyrinth,liuguowang,Single-player;Steam Achievements;Steam Leaderboards,Adventure;Casual;Indie;Strategy,Casual;Indie;Strategy
908710,NightKnight,WeRVR Studio,Single-player,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie
908750,Death Race VR,Donteco,Single-player,Action,Action;Gore;Violent
908830,Shadow Fear™ Path to Insanity,Wathitdew Record,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Gore;Violent
908840,Suprapong,Flying Mantis Games,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Action;Casual;Indie,Action;Indie;Casual
908920,Nightmare Simulator,INDIEPLAY,Single-player;Partial Controller Support,Action;Adventure;Indie;RPG,Action;Adventure;Indie
908940,夢物語ORIGIN,スタジオムマ,Single-player;Full controller support,RPG,RPG
908950,Glow Chess,13-lab,Single-player;Local Multi-Player;Shared/Split Screen,Casual;Indie;Massively Multiplayer;Sports;Strategy,Casual;Strategy;Indie
908960,A Second Chance,Gamebringer,Single-player,Adventure;Indie;RPG;Simulation;Early Access,Early Access;Adventure;Indie
908990,Steel Vampire / 鋼鉄のヴァンパイア,Akiragoya,Single-player;Partial Controller Support;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual
909000,Hentai University,Unreal Gaming,Single-player;Steam Achievements,Casual;Indie;RPG,Nudity;Mature;Casual
909010,LoveBug,Lizard Hazard Games,Single-player;Partial Controller Support,Casual;Indie;Simulation,Indie;Casual;Simulation
909020,梦本无忧,幻想禁,Single-player;Commentary available,Adventure;Casual;RPG;Strategy,Casual;Strategy;Adventure
909080,Cube Escape: Paradox,Rusty Lake,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Puzzle;Indie
909110,Acid Nimbus,Hernan Caro Vilaburges,Single-player;Steam Achievements,Action;Free to Play;Indie,Free to Play;Violent;Indie
909130,Rat Arena,vadimalexepta,Single-player,Action;Casual;Indie;Simulation,Action;Indie;Casual
909170,"A.D.M(Angels,Demons And Men)",SmartOliveGames,Single-player,Violent;Action;Indie;RPG,Action;RPG;Indie
909190,Escape Lala,DuckbearLab,Single-player,Adventure;Free to Play;Indie,Adventure;Free to Play;Indie
909200,Wandering Owl,Lazy Gnomes,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure
909220,Punch Pad Workout,MobileFusion Apps Ltd,Single-player;Steam Leaderboards,Casual;Sports,Casual;Sports;VR
909240,Fitzzle Fearless Sharks,Red Dolphin Games,Single-player;Steam Achievements,Casual,Casual
909270,Flying Soul,Rafael Farias,Single-player;Full controller support;Steam Cloud,Action;Adventure;Casual;Indie;Racing;Strategy,Action;Casual;Indie
909370,RoomESC- Secret of the Hidden Room: the Collaborator,PuzzleSpace,Single-player;Steam Cloud,Adventure;Indie;Simulation,Adventure;Indie;Simulation
909430,Travel Riddles: Mahjong,Notus Games Ltd,Single-player;Steam Achievements;Steam Cloud,Casual,Casual;Puzzle;Indie
909480,PUZZLE: LANDSCAPES,AFBIK Studio,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Adventure
909490,Hipster Attack,Televisor,Single-player;Steam Achievements,Casual;Indie;Strategy,Casual;Strategy;Indie
909570,Spuds Unearthed,Gamedust Sp. z o.o.,Single-player;Cross-Platform Multiplayer,Action;Indie;Strategy;Early Access,Early Access;Action;Strategy
909580,Cortex,RewindApp,Single-player,Casual;Indie;Strategy,Casual;Indie;Strategy
909630,Desktop Dynasties: Pro Football,GoldenCrest Games,Single-player,Casual;Indie;Simulation;Sports;Strategy,Strategy;Indie;Casual
909780,Scraper: First Strike,Labrodex Inc,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;RPG;Simulation;Strategy,Action;Strategy;Adventure
909830,Color by Number - Pixel Draw,Pixel Draw,Single-player,Adventure;Casual;Indie;Strategy,Casual;Indie;Strategy
909900,悪梦er-mo,嘟嘟,Online Multi-Player,Adventure;Casual;Indie;Simulation;Strategy,Strategy;Adventure;Indie
910150,Roving in the Dark,Hayo van Reek,Single-player;Partial Controller Support,Adventure,Adventure;Pixel Graphics;Platformer
910200,Professor Watts Memory Match: Cute Animals,Ripknot Systems,Single-player;Steam Achievements,Casual,Casual;Indie;Strategy
910210,Coffee Trainer VR,ON Reality lab.,Single-player,Free to Play;Indie;Simulation,Free to Play;Indie;Simulation
910220,Professor Watts Memory Match: Yummy Cupcakes,Ripknot Systems,Single-player,Casual,Casual;Strategy;Indie
910230,Fortified Swiss,Rat Wrath Studios,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;RPG;Strategy,Action;Strategy;RPG
910250,Professor Watts Memory Match: Fresh Fruit,Ripknot Systems,Single-player;Steam Achievements,Casual,Casual;Puzzle;Family Friendly
910260,Chicken VR,Reuben Lewis;Elan Bustos,Single-player,Simulation,Simulation;VR
910320,Three Kingdoms 2019 阿达三国志2019 横版,阿达游戏,Single-player;Multi-player;Online Multi-Player;MMO;In-App Purchases,Casual;Free to Play;RPG;Simulation;Strategy,Free to Play;Strategy;RPG
910390,Stay or Leave / 留离,Silence Game,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;RPG,Action;Casual;Indie
910400,Mio Garden,Nice Shoes,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation
910450,Warhammer Quest 2: The End Times,Perchang,Single-player;Steam Achievements;Steam Cloud,Adventure;Strategy,Strategy;Adventure;Turn-Based Strategy
910460,Rocket of Whispers: Prologue,SIGONO INC.,Single-player,Adventure;Indie,Adventure;Indie;Free to Play
910500,Goalkeeper Legend,VDimension,Single-player,Action;Indie;Simulation;Sports,Action;Indie;Simulation
910530,The Eerie Inn VR,VDimension,Single-player,Adventure;Indie;RPG,Adventure;RPG;Indie
910540,Moon River,Cerdeira Guillaume,Single-player,Adventure;Casual;Indie,Indie;Casual;Adventure
910590,Supaplex SQUARES,InArcade,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual
910630,Arcade Spirits,Fiction Factory Games,Single-player;Steam Achievements;Full controller support,Indie,Indie;Dating Sim;Visual Novel
910660,Shudder,Saberphrog,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie,Indie;Arcade;Old School
910730,Solid Aether,FAL Works,Single-player;Full controller support,Action;Indie,Action;Indie;Minimalist
910770,Slay The Dragon,ByteErrsLots Games,Single-player;Steam Achievements,Casual;RPG;Early Access,Early Access;RPG;Indie
910850,Darken VR,Shaftesbury Darken Digital Inc.,Single-player,Simulation,Simulation;VR
910880,Mad Tower Tycoon,Eggcode,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Simulation
910990,Urban Lockdown,Thatcher Productions,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Gore;Casual
911010,Farplane Relic,Nicey Game,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Indie
911040,Bunny - The Horror Game,Bunny,Single-player,Indie,Indie;Horror
911050,Holiday Escape,Kit Gardner;Sam Robinson;Holly Gardner;Jason Runkel;Tommy Yoder;Josh Perusse,Single-player,Action;Casual;Free to Play,Free to Play;Casual;Action
911060,Fitzzle Majestic Eagles,Red Dolphin Games,Single-player;Steam Achievements,Casual;Indie;Strategy,Casual;Indie;Strategy
911090,Fitzzle Gentle Deer,Red Dolphin Games,Single-player,Casual;Indie;Strategy,Casual;Indie;Strategy
911100,Memetown USA,Josh Moody,Single-player,Adventure;Casual;Indie;RPG,Casual;Adventure;Indie
911120,Yumori Forest,terakorp,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Gore
911130,Puzzle Monarch: Vampires,Ripknot Systems,Single-player,Casual;Indie;Strategy,Indie;Strategy;Casual
911180,Lost Letters (of Seraphina),Wicked Alley;LUXI,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual
911210,King of my Castle VR,Creartstudio,Single-player,Action;Adventure;Indie,Action;Indie;Adventure
911220,Dusk Diver 酉閃町,JFI GAMES;JERA,Single-player;Partial Controller Support,Action;Adventure;RPG;Early Access,Early Access;Action;RPG
911230,Running Man 3D,GGaming,Single-player;Steam Achievements,Adventure;Indie;Simulation,Indie;Adventure;Simulation
911240,Super Streaker Plus,Rice and Pixel Ltd,Single-player;Full controller support,Action;Indie;Simulation;Sports,Action;Indie;Sports
911260,Dawn of the Breakers,"CyberStep, Inc.",Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Partial Controller Support,Action;Adventure;Free to Play;RPG,Free to Play;Adventure;RPG
911270,Intelligence: Cats,Laush Dmitriy Sergeevich,Single-player;Steam Achievements,Indie,Indie;Casual;Puzzle
911280,Dinosaur Hunter VR,VDimension,Single-player,Action;Adventure;Indie,Action;Adventure;Indie
911290,Prehistoria,VDimension,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation
911310,Kz NTools : Fix Your Network,Kz Software,Steam Achievements,Utilities,Utilities
911400,Assassin's Creed® III Remastered,Ubisoft Entertainment,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Assassin
911480,GoFetch,Digital Dog Games,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Adventure;Casual,Adventure;Casual
911520,One More Roll,Oscar K,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Racing;Early Access,Early Access;Indie;Casual
911550,Din's Legacy,Soldak Entertainment,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer,Action;Indie;RPG;Early Access,Early Access;Indie;Action
911580,Audio Infection,RaafOritme,Single-player;Steam Achievements;Steam Cloud;Stats,Action;Casual;Indie,Indie;Action;Casual
911640,ChromaSquares,Racing Thought Studios,Single-player;Steam Achievements,Casual;Indie;Strategy,Strategy;Indie;Casual
911690,The Orphaned Soul,SimProse Studios,Single-player,Adventure;Casual;Indie,Casual;Adventure;Indie
911760,Fruit Tower Defense,Fratboy Entertainment,Single-player;Steam Achievements,Adventure;Casual;Indie;Strategy,Strategy;Adventure;Indie
911880,Caramba!,Russian Pirates,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure
911950,Origami Flight,Whalesoft Entertainment,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie;Shoot 'Em Up
912020,Deadly Curse,Electrical Eagle,Single-player,Action;Adventure;Indie,Action;Gore;Violent
912070,DESERT KILL,IO Games,Single-player;Steam Achievements;Steam Cloud,Action;Indie;RPG;Early Access,Early Access;Indie;Violent
912110,Ashley Clark: The Secrets of the Ancient Temple,N-Tri Studio,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual
